field_1,CN,PLT_CN,PREV_SIT_C,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DA,CREATED_IN,MODIFIED_B,MODIFIED_D,MODIFIED_I,CYCLE,SUBCYCLE,AGECHKCD_R,AGE_DETERM,CCLCD_RMRS,DAMAGE_AGE,SIBASE_AGE,SITETRCD_R,SITE_AGE_T,SITE_TREE_,SITREE_EQU,TREECLCD_R,TREE_ACT_R,YEAR_AGE_T,LAT,LON,AVG_TEMP(bioclim),SOC%weight(USA48)5cm,TOT_N%weight(USA48)5cm,SOC(USA48)15cm,TOT_N(USA48)15cm,AVG_SOC,AVG_TOTN,CN_RATIO(USA48),FIA_avg_soil_c,FIA_avg_soil_n,FIA_CN_RATIO,SOC(ORNL)g/m2,TOTN(ORNL)g/m2,CN_RATIO(ORNL)
69,2.05E+14,1.47E+14,NA,2002,12,1,83,178,1,1,107,13,49,32,3,60,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.034553,-81.666795,20.9724,50,31,25,16,37.5,23.5,1.595744681,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
70,2.05E+14,1.37E+14,NA,2002,12,1,83,179,1,1,107,9.8,44,23,3,69,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.149923,-81.788071,20.9724,71,22,57,8,64,15,4.266666667,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
71,2.05E+14,1.73E+14,NA,2002,12,1,83,180,1,1,107,10.5,59,30,3,76,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.300894,-81.731244,20.85199,36,16,18,9,27,12.5,2.16,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
72,2.05E+14,1.73E+14,NA,2002,12,1,83,181,2,1,107,7.6,55,21,3,93,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.044673,-81.672213,20.9724,33,21,18,9,25.5,15,1.7,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
73,2.05E+14,1.73E+14,NA,2002,12,1,83,182,1,1,107,5.9,40,17,3,83,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.193106,-81.757932,20.85199,70,28,18,5,44,16.5,2.666666667,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
74,2.05E+14,1.37E+14,NA,2002,12,1,83,183,1,1,107,12.7,59,27,3,82,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.138424,-81.6666,21.11617,32,22,10,8,21,15,1.4,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
75,2.05E+14,1.37E+14,NA,2002,12,1,83,184,1,1,107,7.9,62,28,3,84,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.265822,-81.744436,20.85199,53,21,19,13,36,17,2.117647059,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
76,2.05E+14,1.37E+14,NA,2002,12,1,83,185,1,1,107,6.6,42,17,3,87,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.054212,-81.668865,20.9724,35,31,18,16,26.5,23.5,1.127659574,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
77,2.05E+14,1.73E+14,NA,2002,12,1,83,187,1,1,107,7.9,50,27,3,69,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.210422,-81.744614,20.85199,48,18,36,8,42,13,3.230769231,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
78,2.05E+14,1.37E+14,NA,2002,12,1,83,189,1,1,107,7.9,51,20,3,90,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.205194,-81.786108,20.85199,65,31,45,14,55,22.5,2.444444444,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
79,2.05E+14,2.03E+13,NA,2002,12,1,89,4,1,1,111,10.2,61,21,1,80,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.684796,-81.774357,19.83344,47,52,18,13,32.5,32.5,1,NA,NA,#VALUE!,14.46549988,0.545073,26.5386469
80,2.05E+14,2.03E+13,NA,2002,12,1,89,7,1,1,131,15.5,71,21,2,98,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.683372,-81.625904,20.05333,150,106,19,22,84.5,64,1.3203125,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
81,2.05E+14,2.03E+13,NA,2002,12,1,89,7,2,1,131,15.5,71,21,2,98,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.683372,-81.625904,20.05333,150,106,19,22,84.5,64,1.3203125,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
82,2.05E+14,2.03E+13,NA,2002,12,1,89,11,1,1,111,9.9,58,27,1,70,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.499063,-81.837548,19.98954,36,33,21,14,28.5,23.5,1.212765957,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
83,2.05E+14,2.03E+13,NA,2002,12,1,89,11,2,1,111,9.9,58,27,1,70,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.499063,-81.837548,19.98954,36,33,21,14,28.5,23.5,1.212765957,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
84,2.05E+14,2.03E+13,NA,2002,12,1,89,16,1,1,111,12.8,67,20,1,88,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.604453,-81.652171,20.15624,43,28,19,14,31,21,1.476190476,NA,NA,#VALUE!,14.46549988,0.545073,26.5386469
85,2.05E+14,2.03E+13,NA,2002,12,1,89,37,1,1,111,9.3,51,31,1,59,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.614551,-81.975262,19.93117,76,85,70,64,73,74.5,0.979865772,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
86,2.05E+14,2.03E+13,NA,2002,12,1,107,5,1,1,121,20.5,65,91,1,55,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.605435,-81.900392,20.68131,25,16,19,9,22,12.5,1.76,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
87,2.05E+14,2.03E+13,NA,2002,12,1,107,17,1,1,131,11.6,61,24,2,79,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.59519,-82.052962,20.56646,30,20,10,13,20,16.5,1.212121212,NA,NA,#VALUE!,8.051400185,0.545073,14.77123282
88,2.05E+14,2.03E+13,NA,2002,12,1,107,20,1,1,121,11.9,56,64,1,50,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.665196,-82.026368,20.56646,14,13,9,5,11.5,9,1.277777778,NA,NA,#VALUE!,8.051400185,0.545073,14.77123282
89,2.05E+14,2.03E+13,NA,2002,12,1,107,27,1,1,107,11.7,55,34,3,65,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.759323,-81.846784,20.5099,60,72,55,50,57.5,61,0.942622951,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
90,2.05E+14,2.03E+13,NA,2002,12,1,107,28,1,1,111,11.5,67,35,1,73,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.556692,-81.889244,20.68131,89,106,45,79,67,92.5,0.724324324,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
91,2.05E+14,2.03E+13,NA,2002,12,1,107,34,1,1,111,8.6,63,29,1,73,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.619015,-81.567376,20.82466,72,37,36,12,54,24.5,2.204081633,NA,NA,#VALUE!,0,0.545073,0
92,2.05E+14,2.03E+13,NA,2002,12,1,107,43,1,1,111,9.2,64,22,1,82,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.364089,-81.559532,21.02844,39,21,26,9,32.5,15,2.166666667,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
93,2.05E+14,2.03E+13,NA,2002,12,1,107,48,1,1,111,8,60,20,1,80,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.516946,-81.794992,20.68014,69,33,31,13,50,23,2.173913043,NA,NA,#VALUE!,8.796859741,0.545073,16.13886533
94,2.05E+14,2.03E+13,NA,2002,12,1,107,49,1,1,121,9.6,57,48,1,55,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.713654,-81.703249,20.50167,103,109,72,74,87.5,91.5,0.956284153,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
95,2.05E+14,2.03E+13,NA,2002,12,1,107,53,1,1,111,8.5,58,17,1,83,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.815968,-81.657676,20.77927,36,21,39,52,37.5,36.5,1.02739726,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
96,2.05E+14,1.37E+14,NA,2002,12,1,107,203,2,1,611,10.8,59,28,34,76,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.603026,-81.762364,20.68014,45,35,19,16,32,25.5,1.254901961,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
97,2.05E+14,2.03E+13,NA,2002,12,1,109,6,1,1,111,7,55,30,1,64,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.048136,-81.44755,20.5374,39,25,23,15,31,20,1.55,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
98,2.05E+14,2.03E+13,NA,2002,12,1,109,50,1,1,131,14,90,48,2,89,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.110492,-81.396097,20.5374,34,35,20,23,27,29,0.931034483,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
99,2.05E+14,2.03E+13,NA,2002,12,1,121,2,1,1,111,7.3,62,22,1,80,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.302724,-82.940375,19.95972,18,19,9,10,13.5,14.5,0.931034483,NA,NA,#VALUE!,8.051400185,0.545073,14.77123282
100,2.05E+14,2.03E+13,NA,2002,12,1,121,3,1,1,121,16.9,69,45,1,68,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.384302,-83.030527,19.84455,19,2,11,6,15,4,3.75,NA,NA,#VALUE!,8.917019844,0.545073,16.35931305
101,2.05E+14,2.03E+13,NA,2002,12,1,121,4,1,1,812,9.8,71,31,28,93,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.130734,-83.143073,20.16417,26,31,17,14,21.5,22.5,0.955555556,NA,NA,#VALUE!,8.917019844,0.545073,16.35931305
102,2.05E+14,2.03E+13,NA,2002,12,1,121,4,2,1,812,9.8,71,31,28,93,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.130734,-83.143073,20.16417,26,31,17,14,21.5,22.5,0.955555556,NA,NA,#VALUE!,8.917019844,0.545073,16.35931305
103,2.05E+14,2.03E+13,NA,2002,12,1,121,17,1,1,111,6.4,50,18,1,72,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.986387,-82.892249,20.26093,42,12,22,6,32,9,3.555555556,NA,NA,#VALUE!,8.917019844,0.545073,16.35931305
104,2.05E+14,2.03E+13,NA,2002,12,1,121,26,1,1,111,7.4,52,17,1,77,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.151405,-82.971281,20.24952,17,24,11,8,14,16,0.875,NA,NA,#VALUE!,8.917019844,0.545073,16.35931305
105,2.05E+14,2.03E+13,NA,2002,12,1,121,33,1,1,111,6.5,46,15,1,74,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.227281,-83.109554,20.11472,37,33,22,12,29.5,22.5,1.311111111,NA,NA,#VALUE!,8.917019844,0.545073,16.35931305
106,2.05E+14,2.03E+13,NA,2002,12,1,121,33,2,1,111,6.5,46,15,1,74,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.227281,-83.109554,20.11472,37,33,22,12,29.5,22.5,1.311111111,NA,NA,#VALUE!,8.917019844,0.545073,16.35931305
107,2.05E+14,2.03E+13,NA,2002,12,1,121,34,1,1,131,11,64,24,2,83,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.188574,-82.986114,19.95972,12,5,10,16,11,10.5,1.047619048,NA,NA,#VALUE!,8.917019844,0.545073,16.35931305
108,2.05E+14,2.03E+13,NA,2002,12,1,121,40,1,1,111,7,48,19,1,68,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.289366,-83.085119,20.11472,31,25,14,13,22.5,19,1.184210526,NA,NA,#VALUE!,8.917019844,0.545073,16.35931305
109,2.05E+14,2.03E+13,NA,2002,12,1,121,40,2,1,111,7,48,19,1,68,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.289366,-83.085119,20.11472,31,25,14,13,22.5,19,1.184210526,NA,NA,#VALUE!,8.917019844,0.545073,16.35931305
110,2.05E+14,2.03E+13,NA,2002,12,1,123,6,1,1,111,8.9,60,19,1,82,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.137558,-83.86073,19.86654,39,21,24,10,31.5,15.5,2.032258065,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
111,2.05E+14,2.03E+13,NA,2002,12,1,123,11,1,1,111,10.1,57,23,1,73,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.103554,-83.397636,19.78672,77,19,39,8,58,13.5,4.296296296,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
112,2.05E+14,2.03E+13,NA,2002,12,1,123,25,1,1,111,5.7,43,15,1,70,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.905697,-83.519605,20.0835,39,28,38,15,38.5,21.5,1.790697674,NA,NA,#VALUE!,16.89570045,0.545073,30.99713332
113,2.05E+14,2.03E+13,NA,2002,12,1,123,25,2,1,111,5.7,43,15,1,70,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.905697,-83.519605,20.0835,39,28,38,15,38.5,21.5,1.790697674,NA,NA,#VALUE!,16.89570045,0.545073,30.99713332
114,2.05E+14,2.03E+13,NA,2002,12,1,123,31,1,1,111,6.8,49,19,1,70,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.301641,-83.517228,19.64735,259,93,255,79,257,86,2.988372093,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
115,2.05E+14,2.03E+13,NA,2002,12,1,123,61,1,1,111,7.7,53,25,1,66,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.974582,-83.482185,19.96546,18,30,17,11,17.5,20.5,0.853658537,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
116,2.05E+14,2.03E+13,NA,2002,12,1,123,61,2,1,111,7.7,53,25,1,66,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.974582,-83.482185,19.96546,18,30,17,11,17.5,20.5,0.853658537,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
117,2.05E+14,2.03E+13,NA,2002,12,1,123,63,1,1,111,6.4,45,16,1,70,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.062691,-83.718917,19.86198,25,24,9,13,17,18.5,0.918918919,NA,NA,#VALUE!,16.89570045,0.545073,30.99713332
118,2.05E+14,2.03E+13,NA,2002,12,1,123,63,2,1,111,6.4,45,16,1,70,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.062691,-83.718917,19.86198,25,24,9,13,17,18.5,0.918918919,NA,NA,#VALUE!,16.89570045,0.545073,30.99713332
119,2.05E+14,2.03E+13,NA,2002,12,1,123,74,1,1,111,10.2,78,32,1,86,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.85108,-83.404061,19.96546,28,35,28,8,28,21.5,1.302325581,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
120,2.05E+14,2.03E+13,NA,2002,12,1,123,74,2,1,111,10.2,78,32,1,86,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.85108,-83.404061,19.96546,28,35,28,8,28,21.5,1.302325581,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
121,2.05E+14,2.03E+13,NA,2002,12,1,123,74,3,1,111,10.2,78,32,1,86,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.85108,-83.404061,19.96546,28,35,28,8,28,21.5,1.302325581,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
122,2.05E+14,2.03E+13,NA,2002,12,1,125,1,1,1,111,17.3,102,80,1,93,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.99114,-82.465559,20.27419,39,30,19,13,29,21.5,1.348837209,NA,NA,#VALUE!,8.051400185,0.545073,14.77123282
123,2.05E+14,1.37E+14,NA,2002,12,1,125,30,1,1,111,11.8,64,60,1,60,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.133192,-82.414364,19.9766,451,200,410,181,430.5,190.5,2.25984252,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
124,2.05E+14,2.03E+13,NA,2002,12,1,127,33,1,1,111,11.3,47,19,1,67,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.205192,-81.333253,21.12932,331,138,320,115,325.5,126.5,2.57312253,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
125,2.05E+14,2.03E+13,NA,2002,12,1,127,59,1,1,121,14.4,75,41,1,76,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.227609,-81.44495,21.11748,28,26,16,14,22,20,1.1,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
126,2.05E+14,2.03E+13,NA,2002,12,1,127,63,2,1,111,18.6,93,53,1,91,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.093542,-81.091978,21.39328,93,33,62,20,77.5,26.5,2.924528302,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
127,2.05E+14,2.03E+13,NA,2002,12,1,127,86,1,1,111,7.7,53,27,1,64,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.955498,-81.001176,21.45502,298,135,293,134,295.5,134.5,2.197026022,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
128,2.05E+14,2.03E+13,NA,2002,12,2,5,11,1,1,111,10.7,55,32,1,62,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.510752,-85.457418,19.08266,13,16,9,10,11,13,0.846153846,NA,NA,#VALUE!,7.936860085,0.545073,14.56109564
129,2.05E+14,2.03E+13,NA,2002,12,2,5,16,1,1,111,8.6,69,17,1,95,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.224903,-85.523057,19.72962,84,80,31,53,57.5,66.5,0.864661654,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
130,2.05E+14,2.03E+13,NA,2002,12,2,5,45,1,1,111,19,81,38,1,85,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.272408,-85.537673,19.72962,16,13,28,49,22,31,0.709677419,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
131,2.05E+14,2.03E+13,NA,2002,12,2,13,22,1,1,111,8.3,47,15,1,75,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.438627,-85.3166,19.35153,71,17,40,11,55.5,14,3.964285714,NA,NA,#VALUE!,7.936860085,0.545073,14.56109564
132,2.05E+14,2.03E+13,NA,2002,12,2,13,29,1,1,111,12,72,29,1,83,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.376333,-85.100989,19.46373,163,96,105,88,134,92,1.456521739,NA,NA,#VALUE!,7.234200001,0.545073,13.27198375
133,2.05E+14,2.03E+13,NA,2002,12,2,13,37,1,1,131,11.2,90,34,2,100,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4393,-85.176928,19.35153,18,14,10,7,14,10.5,1.333333333,NA,NA,#VALUE!,7.936860085,0.545073,14.56109564
134,2.05E+14,2.03E+13,NA,2002,12,2,13,38,1,1,111,10.1,73,32,1,81,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.214398,-85.133609,19.60155,29,21,14,8,21.5,14.5,1.482758621,NA,NA,#VALUE!,7.234200001,0.545073,13.27198375
135,2.05E+14,2.03E+13,NA,2002,12,2,13,38,1,2,121,15,75,49,1,72,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.214398,-85.133609,19.60155,29,21,14,8,21.5,14.5,1.482758621,NA,NA,#VALUE!,7.234200001,0.545073,13.27198375
136,2.05E+14,1.37E+14,NA,2002,12,2,13,137,1,1,111,8.7,55,53,1,53,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.217126,-85.287276,19.53666,56,34,25,13,40.5,23.5,1.723404255,NA,NA,#VALUE!,23.9673996,0.545073,43.97099031
