"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","SMPLNNBR","VSTNBR","LAYER_TYPE","SAMPLER_TYPE","QASTATCD","SAMPLE_DATE","LAB_ID","SAMPLE_ID","FIELD_MOIST_SOIL_WT","AIR_DRY_SOIL_WT","OVEN_DRY_SOIL_WT","FIELD_MOIST_WATER_CONTENT_PCT","RESIDUAL_WATER_CONTENT_PCT","TOTAL_WATER_CONTENT_PCT","BULK_DENSITY","COARSE_FRACTION_PCT","C_ORG_PCT","C_INORG_PCT","C_TOTAL_PCT","N_TOTAL_PCT","PH_H2O","PH_CACL2","EXCHNG_NA","EXCHNG_K","EXCHNG_MG","EXCHNG_CA","EXCHNG_AL","ECEC","EXCHNG_MN","EXCHNG_FE","EXCHNG_NI","EXCHNG_CU","EXCHNG_ZN","EXCHNG_CD","EXCHNG_PB","EXCHNG_S","BRAY1_P","OLSEN_P","MEASYEAR","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE"
"237624863010854","20225825010478",2006,12,27,48,4,1,"FF_TOTAL","SF",1,2004-05-17,"UMO","2004-12-057",1.52,1.4,1.4,8.57,,8.57,,,35.7,,35.7,1.039,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624882010854","20226144010478",2006,12,31,68,2,1,"FF_TOTAL","SF",1,2004-06-02,"UMO","2004-12-121",1060.53,566.98,509.86,87.05,11.2,108,.046,,45.1,,45.1,.9,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624818010854","20226144010478",2006,12,31,68,2,1,"MIN_1","O",1,2004-06-02,"UMO","2004-12-120",198.66,151.17,146.27,31.41,3.35,35.82,,13.1,5.63,.17,5.8,.257,3.86,3.4,30,24,109,935,113,7.01,1.5,5.5,.8,0,9,.3,3.4,21,11.8,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624817010854","20226144010478",2006,12,31,68,3,1,"FF_TOTAL","SF",1,2004-06-02,"UMO","2004-12-122",172.47,97.55,89.8,76.8,8.63,92.06,.01,,45.7,,45.7,1.037,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624776010854","20226625010478",2006,12,33,67,2,1,"FF_TOTAL","SF",1,2004-05-25,"UMO","2004-12-065",228.06,201.74,193.47,13.05,4.27,17.88,.135,,27.7,,27.7,.717,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624760010854","20226625010478",2006,12,33,67,2,1,"MIN_1","BD",1,2004-05-25,"UMO","2004-12-063",284.11,271.8,270.5,4.53,.48,5.03,1.49,3.8,.77,.04,.81,.02,4.85,4.36,2,9,5,18,33,.53,3.5,3.5,0,0,.9,0,.2,5.2,2.1,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624761010854","20226625010478",2006,12,33,67,2,1,"MIN_2","BD",1,2004-05-25,"UMO","2004-12-064",295.59,286.2,285.47,3.28,.26,3.55,1.58,2.5,.3,.05,.35,0,5.07,4.57,2,3,2,7,23,.32,1.7,4.6,.2,0,.1,.3,.5,8.3,1.5,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624777010854","20226625010478",2006,12,33,67,3,1,"FF_TOTAL","SF",1,2004-05-25,"UMO","2004-12-066",424.5,373.8,361.82,13.56,3.31,17.32,.206,,27.3,,27.3,.739,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624759010854","20226625010478",2006,12,33,67,4,1,"FF_TOTAL","SF",1,2004-05-25,"UMO","2004-12-067",98.4,97.08,91.05,1.36,6.62,8.07,.094,,18.5,,18.5,.596,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624875010854","20226709010478",2006,12,35,40,2,1,"FF_TOTAL","SF",1,2004-05-25,"UMO","2004-12-089",73.19,70.74,66.83,3.46,5.86,9.52,.033,,34,,34,.827,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624793010854","20226709010478",2006,12,35,40,2,1,"MIN_1","BD",1,2004-05-25,"UMO","2004-12-087",199.06,189.76,188.55,4.9,.64,5.57,1.04,1.5,1.58,.05,1.63,.093,5.16,4.31,8,16,67,373,4,2.53,2.9,.3,.9,0,.5,.3,0,1.1,4,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624794010854","20226709010478",2006,12,35,40,2,1,"MIN_2","BD",1,2004-05-25,"UMO","2004-12-088",274.33,270.36,270.14,1.47,.08,1.55,1.49,.3,.06,.04,.1,0,5.42,4.59,2,2,6,37,0,.25,.1,.4,.6,0,.1,0,.8,1.5,.7,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624791010854","20226709010478",2006,12,35,40,3,1,"FF_TOTAL","SF",1,2004-05-25,"UMO","2004-12-090",63.37,61.38,56.36,3.24,8.91,12.44,.049,,43.4,,43.4,.866,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624792010854","20226709010478",2006,12,35,40,4,1,"FF_TOTAL","SF",1,2004-05-25,"UMO","2004-12-091",13.28,13.27,12.16,.08,9.15,9.21,.006,,44.9,,44.9,.793,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624786010854","20226737010478",2006,12,35,49,2,1,"FF_TOTAL","SF",1,2004-05-26,"UMO","2004-12-084",37.12,34.12,33.31,8.79,2.44,11.44,.005,,44.1,,44.1,.748,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624789010854","20226737010478",2006,12,35,49,2,1,"MIN_1","BD",1,2004-05-26,"UMO","2004-12-082",237.06,188.96,182.87,25.46,3.33,29.63,1.01,4.4,4.66,.21,4.87,.281,4.94,4.49,137,65,509,2425,105,18.22,1.3,4.8,0,0,.4,.3,1.4,18.5,3.5,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624790010854","20226737010478",2006,12,35,49,2,1,"MIN_2","BD",1,2004-05-26,"UMO","2004-12-083",293.83,236.49,227.98,24.25,3.73,28.88,1.26,4.4,1.71,.02,1.73,0,5.65,5.07,178,66,689,2892,14,21.2,.2,1.5,.2,0,0,0,.1,26.6,1.4,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624787010854","20226737010478",2006,12,35,49,3,1,"FF_TOTAL","SF",1,2004-05-26,"UMO","2004-12-085",37.71,36.52,36.22,3.26,.84,4.11,.011,,45.1,,45.1,.593,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624788010854","20226737010478",2006,12,35,49,4,1,"FF_TOTAL","SF",1,2004-05-26,"UMO","2004-12-086",14.28,14.09,13.34,1.35,5.62,7.05,.021,,48.6,,48.6,.417,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624886010854","20226892010478",2006,12,39,41,2,1,"FF_TOTAL","SF",1,2004-06-04,"UMO","2004-12-109",90.03,55.36,51.49,62.63,7.52,74.85,.079,,21.6,,21.6,1.335,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624835010854","20226892010478",2006,12,39,41,2,1,"MIN_1","BD",1,2004-06-04,"UMO","2004-12-107",327.51,296.85,295.93,10.33,.31,10.67,1.63,3.5,.55,.02,.57,0,4.95,4.38,2,4,1,5,26,.34,4.3,1.9,0,0,.2,.2,.1,2.8,92.8,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624836010854","20226892010478",2006,12,39,41,2,1,"MIN_2","BD",1,2004-06-04,"UMO","2004-12-108",336.22,309.56,308.78,8.61,.25,8.89,1.71,2.3,.41,.01,.42,0,5.11,4.57,1,2,1,1,20,.25,3.7,1.2,0,0,.3,.1,.5,3.9,31.7,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624834010854","20226892010478",2006,12,39,41,3,1,"FF_TOTAL","SF",1,2004-06-04,"UMO","2004-12-110",237.83,152.74,148.8,55.71,2.65,59.83,,,14.8,,14.8,.572,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624881010854","20227587010478",2006,12,45,60,2,1,"FF_TOTAL","SF",1,2004-05-19,"UMO","2004-12-039",78.98,54.94,51.08,43.76,7.56,54.62,.069,,21.5,,21.5,.899,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624815010854","20227587010478",2006,12,45,60,2,1,"MIN_1","BD",1,2004-05-19,"UMO","2004-12-037",254.28,226.69,224.95,12.17,.77,13.04,1.24,.3,2.08,.07,2.15,.125,5,4.42,6,21,41,329,49,2.6,3.2,7.8,0,0,3.1,.5,1.3,6.8,8.9,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624816010854","20227587010478",2006,12,45,60,2,1,"MIN_2","BD",1,2004-05-19,"UMO","2004-12-038",303.72,279.07,277.5,8.83,.57,9.45,1.53,.1,1.03,.02,1.05,.047,5.15,4.47,5,8,30,78,41,1.13,.2,5.3,.5,0,6.3,.7,.5,4.3,7,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624813010854","20227587010478",2006,12,45,60,3,1,"FF_TOTAL","SF",1,2004-05-19,"UMO","2004-12-040",127.21,82.43,79.07,54.32,4.25,60.88,.19,,16,,16,.529,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624814010854","20227587010478",2006,12,45,60,4,1,"FF_TOTAL","SF",1,2004-05-19,"UMO","2004-12-041",208.19,123.11,116.01,69.11,6.12,79.46,.046,,32.2,,32.2,1.119,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624884010854","20227902010478",2006,12,47,38,2,1,"L_ORG","SF",1,2004-05-27,"UMO","2004-12-070",62.9,51.46,46.7,22.23,10.2,34.69,.013,,46.1,,46.1,1.358,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624828010854","20227902010478",2006,12,47,38,2,1,"ORG_1","O",1,2004-05-27,"UMO","2004-12-068",109.87,16.92,15.05,549.35,12.41,630.03,,10.8,41.65,.75,42.4,2.381,4.75,4.46,97,135,2081,5639,10,46.13,47.6,3,.6,0,2.4,1,0,52.2,24.9,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624829010854","20227902010478",2006,12,47,38,2,1,"ORG_2","O",1,2004-05-27,"UMO","2004-12-069",147.92,19.86,19.86,644.81,,644.81,,,44.61,.79,45.4,2.071,4.93,4.51,85,53,1781,5095,10,40.69,24.9,2,.3,0,1.4,1,0,42.8,12.2,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624826010854","20227902010478",2006,12,47,38,3,1,"L_ORG","SF",1,2004-05-27,"UMO","2004-12-071",182.42,165.04,152.18,10.53,8.45,19.87,.014,,46.1,,46.1,1.087,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624827010854","20227902010478",2006,12,47,38,4,1,"L_ORG","SF",1,2004-05-27,"UMO","2004-12-072",79.01,76.16,69.2,3.74,10.06,14.18,.021,,43.6,,43.6,1.326,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624771010854","20230138010478",2006,12,59,38,2,1,"FF_TOTAL","SF",1,2004-05-13,"UMO","2004-12-012",171.68,113.95,105.76,50.66,7.74,62.33,.163,,19.2,,19.2,.867,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624774010854","20230138010478",2006,12,59,38,2,1,"MIN_1","BD",1,2004-05-13,"UMO","2004-12-010",277.81,218.83,215.84,26.95,1.38,28.71,1.19,1.5,2.78,.01,2.79,.115,4.78,4.21,5,25,29,152,106,2.26,4.7,7.5,.6,0,.4,.3,1.3,10.6,4.8,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624775010854","20230138010478",2006,12,59,38,2,1,"MIN_2","BD",1,2004-05-13,"UMO","2004-12-011",330.38,282.83,280.67,16.81,.77,17.71,1.55,.5,1.03,.1,1.13,.041,4.78,4.23,2,6,5,17,69,.92,2.7,4.7,0,0,.1,.4,.5,7.1,2.1,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624772010854","20230138010478",2006,12,59,38,3,1,"FF_TOTAL","SF",1,2004-05-13,"UMO","2004-12-013",147.54,111.82,106.69,31.94,4.81,38.29,.144,,39.4,,39.4,.767,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624773010854","20230138010478",2006,12,59,38,4,1,"FF_TOTAL","SF",1,2004-05-13,"UMO","2004-12-014",119.71,63.47,59.38,88.61,6.9,101.6,.067,,29.1,,29.1,1.099,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624844010854","20230488010478",2006,12,63,63,3,1,"FF_TOTAL","SF",1,2004-05-18,"UMO","2004-12-030",1118.82,597.58,576.66,87.23,3.63,94.02,.092,,28.5,,28.5,1.071,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624845010854","20230488010478",2006,12,63,63,4,1,"FF_TOTAL","SF",1,2004-05-18,"UMO","2004-12-031",387.06,214.91,207.32,80.1,3.66,86.7,.067,,26.7,,26.7,1.326,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624883010854","20230632010478",2006,12,67,43,2,1,"FF_TOTAL","SF",1,2004-06-02,"UMO","2004-12-099",697.36,467.97,278.16,49.02,68.24,150.7,.041,,32.7,,32.7,2.675,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624824010854","20230632010478",2006,12,67,43,2,1,"MIN_1","BD",1,2004-06-02,"UMO","2004-12-097",308.47,287.27,285.39,7.38,.66,8.09,1.58,3.5,1.62,.06,1.68,0,3.57,3.02,5,10,16,55,44,.94,.3,4.1,0,0,.3,.1,.3,5.1,3,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624825010854","20230632010478",2006,12,67,43,2,1,"MIN_2","BD",1,2004-06-02,"UMO","2004-12-098",334.76,320.11,319.69,4.58,.13,4.71,1.77,.3,.28,.01,.29,0,4.27,3.65,1,1,1,3,20,.25,.1,2,.6,0,0,0,.4,1,2.3,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624822010854","20230632010478",2006,12,67,43,3,1,"FF_TOTAL","SF",1,2004-06-02,"UMO","2004-12-100",415.8,256.57,240.61,62.06,6.63,72.81,.038,,48.6,,48.6,.804,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624823010854","20230632010478",2006,12,67,43,4,1,"FF_TOTAL","SF",1,2004-06-02,"UMO","2004-12-101",7.97,7.24,7.24,10.08,,10.08,.039,,38.7,,38.7,.741,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624890010854","20231060010478",2006,12,71,98,2,1,"FF_TOTAL","SF",1,2004-05-20,"UMO","2004-12-048",1513.06,687.75,625.69,120,9.92,141.82,.054,,20.8,,20.8,1.199,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624856010854","20231060010478",2006,12,71,98,2,1,"MIN_1","O",1,2004-05-20,"UMO","2004-12-047",89.08,69.48,69.37,28.21,.16,28.41,,1.4,.76,.13,.89,.001,5.6,5.19,423,21,175,217,2,4.44,0,.4,0,0,.1,.5,0,32.2,.9,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624855010854","20231060010478",2006,12,71,98,4,1,"FF_TOTAL","SF",1,2004-05-20,"UMO","2004-12-049",49.35,32.99,30.27,49.59,8.98,63.03,.015,,43.2,,43.2,1.033,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624807010854","20231996010478",2006,12,75,121,2,1,"FF_TOTAL","SF",1,2004-06-04,"UMO","2004-12-123",35.31,16.92,15.35,108.69,10.23,130.03,,,44.1,,44.1,1.141,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624808010854","20231996010478",2006,12,75,121,4,1,"FF_TOTAL","SF",1,2004-06-04,"UMO","2004-12-124",109.29,45.69,39.52,139.2,15.6,176.54,.041,,43.2,,43.2,1.214,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624849010854","20233384010478",2006,12,91,77,2,1,"FF_TOTAL","SF",1,2004-05-11,"UMO","2004-12-007",688.77,660.92,637.2,4.21,3.72,8.09,.174,,26.3,,26.3,.492,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624764010854","20233384010478",2006,12,91,77,2,1,"MIN_1","BD",1,2004-05-11,"UMO","2004-12-005",280.64,269.19,265.19,4.25,1.51,5.83,1.47,2.4,.49,.01,.5,.003,4.93,4.42,1,3,2,10,19,.29,4,2.6,0,0,.1,.2,.4,4.8,2.4,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624765010854","20233384010478",2006,12,91,77,2,1,"MIN_2","BD",1,2004-05-11,"UMO","2004-12-006",279.91,268.16,267.4,4.38,.29,4.68,1.48,.3,.32,.03,.35,0,5.25,4.73,2,3,5,22,17,.36,.7,3.4,0,0,0,.5,.1,4.5,2.7,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624850010854","20233384010478",2006,12,91,77,3,1,"FF_TOTAL","SF",1,2004-05-11,"UMO","2004-12-008",811.17,715.98,674.34,13.3,6.18,20.29,.132,,40.7,,40.7,.265,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624763010854","20233384010478",2006,12,91,77,4,1,"FF_TOTAL","SF",1,2004-05-11,"UMO","2004-12-009",744.01,709.92,671.82,4.8,5.67,10.75,.22,,20,,20,.396,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624766010854","20218604010478",2006,12,91,80,2,1,"FF_TOTAL","SF",1,2004-05-21,"UMO","2004-12-022",58.8,57.77,51.24,1.78,12.74,14.75,.037,,46.4,,46.4,.617,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624769010854","20218604010478",2006,12,91,80,2,1,"MIN_1","BD",1,2004-05-21,"UMO","2004-12-020",258.45,248.44,247.05,4.03,.56,4.61,1.36,3.8,.6,.04,.64,.04,4.76,4.24,1,5,3,21,23,.4,6.2,2.5,.4,0,.2,.4,.1,4.1,3.3,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624770010854","20218604010478",2006,12,91,80,2,1,"MIN_2","BD",1,2004-05-21,"UMO","2004-12-021",275.77,265.91,265.24,3.71,.25,3.97,1.47,1.8,.28,.05,.33,0,5.22,4.68,0,4,4,36,17,.41,3.7,2.5,.2,0,.1,.5,0,7,3,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624767010854","20218604010478",2006,12,91,80,3,1,"FF_TOTAL","SF",1,2004-05-21,"UMO","2004-12-023",26.4,26.06,23.51,1.3,10.83,12.29,.063,,35.8,,35.8,.972,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624768010854","20218604010478",2006,12,91,80,4,1,"FF_TOTAL","SF",1,2004-05-21,"UMO","2004-12-024",79.82,77.55,70.3,2.93,10.31,13.54,.19,,43.8,,43.8,.984,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624893010854","20219125010478",2006,12,95,78,2,1,"L_ORG","SF",1,2004-05-27,"UMO","2004-12-094",436.56,155.07,136.38,181.52,13.7,220.11,.043,,44.4,,44.4,2.619,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624872010854","20219125010478",2006,12,95,78,2,1,"ORG_1","BD",1,2004-05-27,"UMO","2004-12-092",45.3,11.83,10.99,282.92,7.66,312.19,.06,0,43.69,1.11,44.8,2.589,3.61,3.28,78,117,168,1893,708,19.34,3,186.6,0,0,3.3,.3,.9,150.3,4.6,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624873010854","20219125010478",2006,12,95,78,2,1,"ORG_2","BD",1,2004-05-27,"UMO","2004-12-093",156.44,39.48,36.89,296.25,7.02,324.07,.2,12.1,46.53,1.27,47.8,2.739,3.85,3.48,81,78,163,1482,516,15.03,1.9,44,.7,0,1.2,0,.6,101.7,4.5,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624870010854","20219125010478",2006,12,95,78,3,1,"L_ORG","SF",1,2004-05-27,"UMO","2004-12-095",965.42,299.03,268.69,222.85,11.29,259.31,.026,,43.7,,43.7,1.713,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624871010854","20219125010478",2006,12,95,78,4,1,"L_ORG","SF",1,2004-05-27,"UMO","2004-12-096",1247.86,341.52,312.9,265.38,9.15,298.8,.017,,43.8,,43.8,2.172,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624865010854","20221034010478",2006,12,105,150,2,1,"FF_TOTAL","SF",1,2004-05-18,"UMO","2004-12-079",25.94,25.69,25.69,.97,0,.97,.01,,40.6,,40.6,.697,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624868010854","20221034010478",2006,12,105,150,2,1,"MIN_1","BD",1,2004-05-18,"UMO","2004-12-077",312.7,307.25,306.08,1.77,.38,2.16,1.69,.7,.72,.06,.78,.01,4.35,3.61,5,5,3,19,15,.32,.2,3.7,0,0,.2,0,.5,3,1.7,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624869010854","20221034010478",2006,12,105,150,2,1,"MIN_2","BD",1,2004-05-18,"UMO","2004-12-078",339.33,333.32,332.9,1.8,.13,1.93,1.84,.1,.34,.06,.4,0,4.64,3.84,3,3,1,5,9,.15,.1,2,.8,0,.2,.1,1.4,3.2,1.3,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624866010854","20221034010478",2006,12,105,150,3,1,"FF_TOTAL","SF",1,2004-05-18,"UMO","2004-12-080",74.86,73.4,71.72,1.99,2.34,4.38,.041,,37.6,,37.6,1.098,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624867010854","20221034010478",2006,12,105,150,4,1,"FF_TOTAL","SF",1,2004-05-18,"UMO","2004-12-081",161.03,153.07,143.92,5.2,6.36,11.89,.094,,41.1,,41.1,1.166,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624876010854","20221309010478",2006,12,107,56,2,1,"FF_TOTAL","SF",1,2004-06-09,"UMO","2004-12-137",340.85,181.66,168.51,87.63,7.8,102.27,.104,,36.7,,36.7,1.094,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624877010854","20221309010478",2006,12,107,56,2,1,"MIN_1","BD",1,2004-06-09,"UMO","2004-12-135",253.1,220.28,218.53,14.9,.8,15.82,1.21,10,1.56,.1,1.66,.088,4.18,3.55,3,5,10,94,50,1.13,.5,5,0,0,.3,.1,.7,4.6,2.2,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624799010854","20221309010478",2006,12,107,56,2,1,"MIN_2","BD",1,2004-06-09,"UMO","2004-12-136",290.25,266.26,265.92,9.01,.13,9.15,1.47,.4,.45,.07,.52,.039,4.55,3.87,2,1,4,50,26,.58,.2,1.8,.4,0,.1,0,.5,2,1.2,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624795010854","20221309010478",2006,12,107,56,3,1,"FF_TOTAL","SF",1,2004-06-09,"UMO","2004-12-138",607.05,316.57,289.4,91.76,9.39,109.76,.016,,47.3,,47.3,.75,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624798010854","20221309010478",2006,12,107,56,4,1,"FF_TOTAL","SF",1,2004-06-09,"UMO","2004-12-139",105.01,95.04,86.48,10.49,9.89,21.43,.047,,19,,19,.437,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624762010854","20221836010478",2006,12,113,96,2,1,"FF_TOTAL","SF",1,2004-05-24,"UMO","2004-12-075",316.95,281.45,260.62,12.61,7.99,21.61,.065,,39.6,,39.6,.653,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624779010854","20221836010478",2006,12,113,96,2,1,"MIN_1","BD",1,2004-05-24,"UMO","2004-12-073",311.51,285.06,283.73,9.28,.47,9.79,1.57,1,.68,0,.68,.006,4.88,4.37,2,5,7,27,34,.59,3.8,3,.4,0,2.2,.3,.4,9,1.3,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624780010854","20221836010478",2006,12,113,96,2,1,"MIN_2","BD",1,2004-05-24,"UMO","2004-12-074",284.42,253.31,251.14,12.28,.87,13.25,1.39,5.1,1.68,.08,1.76,.027,4.74,4.15,3,12,13,77,50,1.09,8.3,4.8,0,0,.9,.1,.5,6.5,1.7,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624778010854","20221836010478",2006,12,113,96,3,1,"FF_TOTAL","SF",1,2004-05-24,"UMO","2004-12-076",130.36,117.48,115.09,10.96,2.08,13.27,.043,,21.8,,21.8,.806,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624878010854","20223337010478",2006,12,121,43,2,1,"FF_TOTAL","SF",1,2004-06-01,"UMO","2004-12-113",193.74,169.6,161.41,14.23,5.07,20.03,.194,,20.4,,20.4,.491,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624879010854","20223337010478",2006,12,121,43,2,1,"MIN_1","BD",1,2004-06-01,"UMO","2004-12-111",205.78,193.48,191.76,6.36,.9,7.31,1.06,1.2,2.98,.03,3.01,.224,6.42,6.01,12,27,45,2253,8,11.82,10.7,6.1,.5,0,.1,0,0,7.7,,6.2,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624806010854","20223337010478",2006,12,121,43,2,1,"MIN_2","BD",1,2004-06-01,"UMO","2004-12-112",238.16,228.33,226.88,4.31,.64,4.97,1.25,.4,1.02,.09,1.11,.051,7.33,6.72,5,10,12,1065,6,5.53,3.1,5.5,.3,0,.4,0,0,4.6,,3,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624804010854","20223337010478",2006,12,121,43,3,1,"FF_TOTAL","SF",1,2004-06-01,"UMO","2004-12-114",182.14,162.4,148.79,12.16,9.15,22.41,.051,,41.2,,41.2,1.019,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624805010854","20223337010478",2006,12,121,43,4,1,"FF_TOTAL","SF",1,2004-06-01,"UMO","2004-12-115",227.02,203.04,188.42,11.81,7.76,20.49,.078,,31.9,,31.9,1.115,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
