"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","SMPLNNBR","VSTNBR","LAYER_TYPE","SAMPLER_TYPE","QASTATCD","SAMPLE_DATE","LAB_ID","SAMPLE_ID","FIELD_MOIST_SOIL_WT","AIR_DRY_SOIL_WT","OVEN_DRY_SOIL_WT","FIELD_MOIST_WATER_CONTENT_PCT","RESIDUAL_WATER_CONTENT_PCT","TOTAL_WATER_CONTENT_PCT","BULK_DENSITY","COARSE_FRACTION_PCT","C_ORG_PCT","C_INORG_PCT","C_TOTAL_PCT","N_TOTAL_PCT","PH_H2O","PH_CACL2","EXCHNG_NA","EXCHNG_K","EXCHNG_MG","EXCHNG_CA","EXCHNG_AL","ECEC","EXCHNG_MN","EXCHNG_FE","EXCHNG_NI","EXCHNG_CU","EXCHNG_ZN","EXCHNG_CD","EXCHNG_PB","EXCHNG_S","BRAY1_P","OLSEN_P","MEASYEAR","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE"
"237624880010854","20223419010478",2006,12,123,100,2,1,"L_ORG","SF",1,2004-05-20,"UMO","2004-12-017",2165.82,845.51,775.7,156.16,9,179.21,.171,,48.4,,48.4,1.294,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624811010854","20223419010478",2006,12,123,100,2,1,"ORG_1","O",1,2004-05-20,"UMO","2004-12-015",85.46,18.92,16.38,351.69,15.49,421.73,,6.7,42,1.7,43.7,2.104,3.61,3.09,81,182,294,2237,168,16.27,4.6,15.3,.7,0,3.1,1,0,43.8,103.6,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624812010854","20223419010478",2006,12,123,100,2,1,"ORG_2","O",1,2004-05-20,"UMO","2004-12-016",101.05,20.53,19.19,392.21,6.97,426.58,,4.3,44.67,2.73,47.4,2.077,3.51,3,85,151,346,2681,222,19.45,4.5,11.7,0,0,2.8,.6,1,55.7,49.6,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624809010854","20223419010478",2006,12,123,100,3,1,"L_ORG","SF",1,2004-05-20,"UMO","2004-12-018",1077.85,307.69,285.53,250.3,7.76,277.49,.047,,48.3,,48.3,1.664,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624810010854","20223419010478",2006,12,123,100,4,1,"L_ORG","SF",1,2004-05-20,"UMO","2004-12-019",212.03,148.63,137.46,42.66,8.12,54.25,.027,,45,,45,1.402,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624782010854","20223805010478",2006,12,127,97,2,1,"FF_TOTAL","SF",1,2004-06-02,"UMO","2004-12-142",1495.79,954.93,895.79,56.64,6.6,66.98,.083,,39.8,,39.8,1.458,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624874010854","20223805010478",2006,12,127,97,2,1,"MIN_1","BD",1,2004-06-02,"UMO","2004-12-140",212.72,197.15,195.65,7.9,.77,8.72,1.08,1,1.82,.04,1.86,.146,4.71,4.22,70,8,27,759,17,4.52,.2,1.3,.2,0,.2,.1,0,14,2.2,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624785010854","20223805010478",2006,12,127,97,2,1,"MIN_2","BD",1,2004-06-02,"UMO","2004-12-141",183.81,183.05,183,.42,.03,.44,1.01,1.3,.2,.04,.24,.001,5.31,4.68,13,1,4,112,6,.72,0,1.4,.1,0,0,.3,0,3.1,.9,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624783010854","20223805010478",2006,12,127,97,3,1,"FF_TOTAL","SF",1,2004-06-02,"UMO","2004-12-143",618.53,394.4,361.65,56.83,9.06,71.03,.082,,33.6,,33.6,2.142,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624784010854","20223805010478",2006,12,127,97,4,1,"FF_TOTAL","SF",1,2004-06-02,"UMO","2004-12-144",389.01,287.48,269.78,35.32,6.56,44.2,.052,,21.7,,21.7,1.353,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624894010854","20223779010478",2006,12,127,103,2,1,"FF_TOTAL","SF",1,2004-06-08,"UMO","2004-12-147",355.51,195.46,185.74,81.88,5.23,91.4,.048,,20.4,,20.4,1.277,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624797010854","20223779010478",2006,12,127,103,2,1,"MIN_1","O",1,2004-06-08,"UMO","2004-12-145",257.89,205.86,202.57,25.27,1.62,27.31,,2,2.25,0,2.25,.143,4.4,3.64,7,8,27,156,19,1.26,.3,3.4,0,0,.3,.4,0,5.7,1.9,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624781010854","20223779010478",2006,12,127,103,2,1,"MIN_2","O",1,2004-06-08,"UMO","2004-12-146",298.09,265.61,265.4,12.23,.08,12.32,,.4,.31,.01,.32,.018,4.63,3.96,2,1,3,16,5,.17,0,.5,.5,0,0,0,.4,2.8,.5,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624851010854","20223779010478",2006,12,127,103,3,1,"FF_TOTAL","SF",1,2004-06-08,"UMO","2004-12-148",266.76,169.25,159.05,57.61,6.41,67.72,.042,,19.5,,19.5,1.16,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624796010854","20223779010478",2006,12,127,103,4,1,"FF_TOTAL","SF",1,2004-06-08,"UMO","2004-12-149",198.16,123.49,118.35,60.47,4.34,67.44,.026,,17.7,,17.7,1.473,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624885010854","20224029010478",2006,12,129,54,2,1,"FF_TOTAL","SF",1,2004-06-03,"UMO","2004-12-104",1073.51,428.54,374.28,150.5,14.5,186.82,.094,,47.3,,47.3,.336,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624832010854","20224029010478",2006,12,129,54,2,1,"MIN_1","BD",1,2004-06-03,"UMO","2004-12-102",268.55,180.76,179.36,48.57,.78,49.73,.99,3.7,3.1,.04,3.14,.04,3.81,3.25,4,8,3,4,125,1.47,.2,3.6,.2,0,.2,.2,.5,2.9,2,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624833010854","20224029010478",2006,12,129,54,2,1,"MIN_2","BD",1,2004-06-03,"UMO","2004-12-103",259.22,220.8,219.43,17.4,.62,18.13,1.21,.2,.75,.05,.8,0,4.69,4.09,1,1,0,1,32,.37,.1,.6,.1,0,.1,.1,.2,.8,1.7,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624830010854","20224029010478",2006,12,129,54,3,1,"FF_TOTAL","SF",1,2004-06-03,"UMO","2004-12-105",587.58,251.23,227.01,133.88,10.67,158.83,.049,,47.7,,47.7,1.187,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624831010854","20224029010478",2006,12,129,54,4,1,"FF_TOTAL","SF",1,2004-06-03,"UMO","2004-12-106",1233.67,275.03,244.99,348.56,12.26,403.56,.064,,46.9,,46.9,1.11,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624846010854","20224497010478",2006,12,131,82,2,1,"FF_TOTAL","SF",1,2004-05-20,"UMO","2004-12-027",99.52,79.44,70.34,25.28,12.93,41.48,.034,,7.49,,7.49,.845,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624848010854","20224497010478",2006,12,131,82,2,1,"MIN_1","BD",1,2004-05-20,"UMO","2004-12-025",255.47,241.6,240.02,5.74,.66,6.44,1.33,.8,1.19,.08,1.27,.012,4,3.47,2,6,3,18,29,.46,1.5,8.2,.5,0,.4,.5,.4,3.6,2.8,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624889010854","20224497010478",2006,12,131,82,2,1,"MIN_2","BD",1,2004-05-20,"UMO","2004-12-026",320.38,300.14,299.14,6.74,.33,7.1,1.65,.6,.57,.04,.61,0,4.82,4.4,1,2,1,10,25,.35,1,3.1,0,0,.2,.2,.5,4.7,2.9,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624847010854","20224497010478",2006,12,131,82,4,1,"FF_TOTAL","SF",1,2004-05-20,"UMO","2004-12-029",109.85,89.84,82.04,22.27,9.5,33.9,.084,,27,,27,.555,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624840010854","20224798010478",2006,12,133,47,2,1,"FF_TOTAL","SF",1,2004-05-17,"UMO","2004-12-034",93.5,66.46,63.75,40.69,4.26,46.67,.049,,22.8,,22.8,.395,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624842010854","20224798010478",2006,12,133,47,2,1,"MIN_1","BD",1,2004-05-17,"UMO","2004-12-032",296.62,274.88,273.49,7.91,.51,8.46,1.51,.7,.77,.05,.82,.011,4.9,4.33,1,5,3,32,22,.45,6,1.9,.1,0,.2,.1,.6,5.8,3.7,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624843010854","20224798010478",2006,12,133,47,2,1,"MIN_2","BD",1,2004-05-17,"UMO","2004-12-033",307.89,287.6,287.08,7.05,.18,7.25,1.59,.2,.44,.05,.49,0,5.11,4.6,1,2,1,9,17,.25,1,2,.3,0,0,.4,0,1.8,2.7,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624841010854","20224798010478",2006,12,133,47,3,1,"FF_TOTAL","SF",1,2004-05-17,"UMO","2004-12-035",73.26,62.3,60.57,17.59,2.85,20.95,.065,,13.4,,13.4,.325,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624888010854","20224798010478",2006,12,133,47,4,1,"FF_TOTAL","SF",1,2004-05-17,"UMO","2004-12-036",136.71,100.24,97.78,36.38,2.51,39.81,.092,,13.5,,13.5,.425,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624953010854","140571206010478",2007,12,5,88,2,1,"FF_TOTAL","SF",1,2006-06-23,"GRFSL","06-12-004",196.88,148.18,137.27,32.87,7.95,43.43,.156,,44.77,,44.77,.85,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624954010854","140571206010478",2007,12,5,88,2,1,"MIN_1","BD",1,2006-06-23,"GRFSL","06-12-005",236.48,220.13,183.88,7.43,19.71,28.6,1.02,.88,3.67,,3.67,.05,4.23,3.43,33,25,13,10,208,2.68,0,14.9,.1,0,.6,0,.5,9.7,13.3,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624955010854","140571206010478",2007,12,5,88,2,1,"MIN_2","BD",1,2006-06-23,"GRFSL","06-12-006",288.15,271.53,248.28,6.12,9.37,16.06,1.38,.03,1.13,,1.13,.01,4.48,4.19,6,2,1,2,90,1.05,0,4,0,0,.2,0,.2,3.3,4,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624956010854","140573793010478",2007,12,13,55,2,1,"FF_TOTAL","SF",1,2006-07-06,"GRFSL","06-12-022",247.84,159.38,148.97,55.5,6.99,66.37,.643,,43.3,,43.3,.7,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624988010854","140573793010478",2007,12,13,55,2,1,"MIN_1","BD",1,2006-07-06,"GRFSL","06-12-023",208.98,194.41,193.54,7.49,.45,7.98,1.08,.38,2.99,,2.99,.04,4.42,3.56,10,12,9,19,73,1.06,.9,8.8,0,0,.3,0,.4,5.6,3.2,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624957010854","140573793010478",2007,12,13,55,2,1,"MIN_2","BD",1,2006-07-06,"GRFSL","06-12-024",335.42,299.61,296.41,11.95,1.08,13.16,1.65,.38,1.18,,1.18,0,4.68,4.2,10,8,4,3,45,.61,0,8.3,0,.3,.4,0,.2,4.7,2.3,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624908010854","140575577010478",2007,12,17,71,2,1,"FF_TOTAL","SF",1,2006-07-17,"GRFSL","06-12-037",38.93,37.5,35.47,3.81,5.73,9.76,.109,,39.22,,39.22,.36,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624909010854","140575577010478",2007,12,17,71,2,1,"MIN_1","BD",1,2006-07-17,"GRFSL","06-12-038",264.4,255.82,255.08,3.35,.29,3.65,1.42,.14,1.25,,1.25,0,5.08,4.63,9,5,4,17,36,.57,0,3.3,0,0,.8,0,.1,3.3,8.6,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624910010854","140575577010478",2007,12,17,71,2,1,"MIN_2","BD",1,2006-07-17,"GRFSL","06-12-039",261.08,251.5,250.91,3.81,.23,4.05,1.39,.29,.78,,.78,0,4.83,4.56,11,3,1,2,20,.3,0,2.4,0,.1,.1,0,0,3.4,15.8,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624922010854","140579843010478",2007,12,23,81,2,1,"L_ORG","SF",1,2006-09-27,"GRFSL","06-12-089",717.55,145.23,133.93,394.08,8.44,435.77,.036,,49.41,,49.41,1.91,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624925010854","140579843010478",2007,12,23,81,2,1,"ORG_1","O",1,2006-09-27,"GRFSL","06-12-092",115.85,15.95,14.3,626.33,11.56,710.29,,.27,48.6,,48.6,2.24,3.59,2.86,43,70,90,151,323,5.45,.4,19.4,.2,0,1.4,0,.8,21.3,9.5,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624981010854","140579843010478",2007,12,23,81,2,1,"ORG_2","O",1,2006-09-27,"GRFSL","06-12-093",50.27,3.86,3.86,1202.33,,1202.33,,6.09,50.03,,50.03,2.26,,,155,197,215,284,712,12.27,2.6,21.7,.3,0,3,.1,1,59.9,17.2,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624923010854","140579843010478",2007,12,23,81,3,1,"L_ORG","SF",1,2006-09-27,"GRFSL","06-12-090",887.11,194.16,178.38,356.9,8.85,397.31,.048,,49.61,,49.61,1.82,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624924010854","140579843010478",2007,12,23,81,4,1,"L_ORG","SF",1,2006-09-27,"GRFSL","06-12-091",1001.78,185.9,172.05,438.88,8.05,482.27,.046,,49.22,,49.22,1.85,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624926010854","140580225010478",2007,12,23,83,2,1,"L_ORG","SF",1,2006-09-25,"GRFSL","06-12-084",1044.51,230.76,210.53,352.64,9.61,396.13,.057,,49.75,,49.75,1.72,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624929010854","140580225010478",2007,12,23,83,2,1,"ORG_1","O",1,2006-09-25,"GRFSL","06-12-087",187.83,9.25,8.12,1930.59,13.89,2212.56,,.17,48.85,,48.85,2.22,3.51,2.81,92,222,383,867,810,17.44,10.4,45.4,.4,0,2.9,0,1.7,43.4,18.1,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624930010854","140580225010478",2007,12,23,83,2,1,"ORG_2","O",1,2006-09-25,"GRFSL","06-12-088",192.11,9.57,8.63,1907.42,10.89,2125.97,,.23,50.93,,50.93,2.17,3.71,2.87,93,130,297,707,631,13.72,7.1,24.9,.3,0,1.9,0,1,32.6,14,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624927010854","140580225010478",2007,12,23,83,3,1,"L_ORG","SF",1,2006-09-25,"GRFSL","06-12-085",189.8,63.75,59.17,197.73,7.74,220.77,.016,,50.97,,50.97,1.59,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624928010854","140580225010478",2007,12,23,83,4,1,"L_ORG","SF",1,2006-09-25,"GRFSL","06-12-086",976.6,230.83,212.09,323.08,8.84,360.47,.057,,50.18,,50.18,1.62,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624915010854","140580515010478",2007,12,23,86,2,1,"FF_TOTAL","SF",1,2006-09-21,"GRFSL","06-12-072",104.65,67.85,65.64,54.24,3.36,59.42,.236,,31.5,,31.5,1.29,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624917010854","140580515010478",2007,12,23,86,2,1,"MIN_1","BD",1,2006-09-21,"GRFSL","06-12-075",252.12,234.54,233.84,7.5,.3,7.82,1.3,.16,.51,,.51,.01,4.96,4.32,5,7,8,81,35,.91,11.4,1.4,0,0,.7,0,.2,3.4,13.1,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624918010854","140580515010478",2007,12,23,86,2,1,"MIN_2","BD",1,2006-09-21,"GRFSL","06-12-076",280.63,263.29,262.53,6.59,.29,6.89,1.46,.09,.28,,.28,0,4.85,4.59,3,0,1,3,40,.48,.4,.3,0,0,.4,0,0,2.9,63.1,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624916010854","140580515010478",2007,12,23,86,3,1,"FF_TOTAL","SF",1,2006-09-21,"GRFSL","06-12-073",74.98,64.88,63.13,15.57,2.77,18.77,.454,,25.83,,25.83,.88,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624980010854","140580515010478",2007,12,23,86,4,1,"FF_TOTAL","SF",1,2006-09-21,"GRFSL","06-12-074",47.3,41.81,40.52,13.13,3.19,16.74,.875,,28.41,,28.41,.97,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624973010854","140584160010478",2007,12,33,82,2,1,"FF_TOTAL","SF",1,2006-06-23,"GRFSL","06-12-001",150.21,134.59,126.37,11.61,6.51,18.87,.682,,40.88,,40.88,.76,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624991010854","140584160010478",2007,12,33,82,2,1,"MIN_1","BD",1,2006-06-23,"GRFSL","06-12-002",211.33,202.22,199.74,4.5,1.24,5.8,1.11,.01,5.24,,5.24,.16,4.99,4.34,14,50,57,141,85,2.31,34.7,1.1,.1,0,.8,0,.5,8.6,7.4,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624974010854","140584160010478",2007,12,33,82,2,1,"MIN_2","BD",1,2006-06-23,"GRFSL","06-12-003",223.07,188.31,173.68,18.46,8.43,28.44,.96,3.5,1.82,,1.82,.04,4.43,4.09,12,14,4,4,150,1.81,0,9.7,0,0,.4,0,.7,27.8,.6,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624939010854","140553236010478",2007,12,47,54,2,1,"FF_TOTAL","SF",1,2006-09-11,"GRFSL","06-12-046",20.81,16.11,15.64,29.17,3.03,33.09,,,28.42,,28.42,.2,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624941010854","140553236010478",2007,12,47,54,2,1,"MIN_1","BD",1,2006-09-11,"GRFSL","06-12-049",220.3,174.64,169.72,26.15,2.9,29.81,.94,1.21,1.36,,1.36,.05,4.09,3.37,14,14,45,129,117,2.4,.1,17.3,0,0,.7,0,.3,4.6,3.4,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624942010854","140553236010478",2007,12,47,54,2,1,"MIN_2","BD",1,2006-09-11,"GRFSL","06-12-050",339.9,294.4,293.83,15.46,.19,15.68,1.63,.01,.19,,.19,0,4.82,4.26,3,0,12,41,63,1.01,0,7.9,.2,0,.1,0,.1,1.3,2.2,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624984010854","140553236010478",2007,12,47,54,3,1,"FF_TOTAL","SF",1,2006-09-11,"GRFSL","06-12-047",1346.65,590.65,558.49,127.99,5.76,141.13,1.205,,39.09,,39.09,.66,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624940010854","140553236010478",2007,12,47,54,4,1,"FF_TOTAL","SF",1,2006-09-11,"GRFSL","06-12-048",64.12,49.35,46.59,29.93,5.93,37.64,,,47.58,,47.58,.49,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624898010854","140553976010478",2007,12,49,56,4,1,"FF_TOTAL","SF",1,2006-09-15,"GRFSL","06-12-059",23.63,16.8,15.84,40.65,6.08,49.2,.342,,,,,,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624906010854","140555303010478",2007,12,53,56,2,1,"FF_TOTAL","SF",1,2006-09-12,"GRFSL","06-12-056",247.91,103.05,94.92,140.57,8.57,161.18,.256,,41.24,,41.24,1.28,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624907010854","140555303010478",2007,12,53,56,3,1,"FF_TOTAL","SF",1,2006-09-12,"GRFSL","06-12-057",181.74,74.73,68.94,143.2,8.4,163.63,.149,,37.87,,37.87,1.27,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624978010854","140555303010478",2007,12,53,56,4,1,"FF_TOTAL","SF",1,2006-09-12,"GRFSL","06-12-058",117.5,42.97,38.98,173.45,10.25,201.47,.12,,38.84,,38.84,1.24,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624899010854","140556437010478",2007,12,57,120,2,1,"FF_TOTAL","SF",1,2006-09-22,"GRFSL","06-12-080",432.91,218.81,204.9,97.85,6.79,111.28,.276,,39.25,,39.25,.96,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624975010854","140556437010478",2007,12,57,120,2,1,"MIN_1","O",1,2006-09-22,"GRFSL","06-12-082",236.77,198.1,183.21,19.52,8.13,29.24,,.29,1.14,,1.14,.03,4.41,3.5,4,6,26,149,8,1.07,0,2.6,.1,0,.6,0,.9,1.9,1.5,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624901010854","140556437010478",2007,12,57,120,2,1,"MIN_2","O",1,2006-09-22,"GRFSL","06-12-083",407.89,352,351.7,15.88,.09,15.98,,.02,.14,,.14,0,4.58,3.66,2,0,2,16,2,.12,0,1.4,0,0,.3,0,.4,.7,.6,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624900010854","140556437010478",2007,12,57,120,3,1,"FF_TOTAL","SF",1,2006-09-22,"GRFSL","06-12-081",1389.12,379.02,341.44,266.5,11.01,306.84,.307,,46.46,,46.46,1.32,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624965010854","140557281010478",2007,12,59,49,2,1,"FF_TOTAL","SF",1,2006-07-06,"GRFSL","06-12-019",187.73,150.99,142.42,24.33,6.02,31.82,.22,,41.63,,41.63,.68,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624966010854","140557281010478",2007,12,59,49,2,1,"MIN_1","BD",1,2006-07-06,"GRFSL","06-12-020",272.54,258.16,257.13,5.57,.4,5.99,1.43,.65,1.34,,1.34,.01,4.99,4.32,11,12,8,38,40,.78,37.5,.8,0,0,.5,0,0,4.4,16.1,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624967010854","140557281010478",2007,12,59,49,2,1,"MIN_2","BD",1,2006-07-06,"GRFSL","06-12-021",344.24,328.4,327.67,4.82,.22,5.06,1.82,.86,.95,,.95,0,4.92,4.44,15,7,2,9,32,.51,12.4,.8,0,0,.3,0,0,3.7,24.4,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624951010854","140558877010478",2007,12,63,79,2,1,"FF_TOTAL","SF",1,2006-07-06,"GRFSL","06-12-016",101.62,84.13,79.82,20.79,5.4,27.31,.345,,30.61,,30.61,.59,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624987010854","140558877010478",2007,12,63,79,2,1,"MIN_1","O",1,2006-07-06,"GRFSL","06-12-017",308.73,283.89,281.87,8.75,.72,9.53,,1.59,1.99,,1.99,.04,5.09,4.52,8,12,17,162,61,1.69,45.4,0,0,0,.6,0,.6,4.5,4.8,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624952010854","140558877010478",2007,12,63,79,2,1,"MIN_2","O",1,2006-07-06,"GRFSL","06-12-018",280.18,260.42,258.93,7.59,.58,8.21,,.82,2.2,,2.2,.01,5.08,4.5,9,8,13,133,47,1.35,35.5,0,0,0,.3,0,.4,3.8,3.7,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624961010854","140558712010478",2007,12,63,93,2,1,"FF_TOTAL","SF",1,2006-10-04,"GRFSL","06-12-107",107.89,47.65,45.15,126.42,5.55,138.98,.139,,32.15,,32.15,.92,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624963010854","140558712010478",2007,12,63,93,2,1,"MIN_1","BD",1,2006-10-04,"GRFSL","06-12-110",254.92,236.65,233.09,7.72,1.53,9.36,1.29,.08,1.79,,1.79,.1,5.69,5.17,8,51,94,1032,3,6.12,26,0,.1,0,2,0,.1,6.7,2,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624964010854","140558712010478",2007,12,63,93,2,1,"MIN_2","BD",1,2006-10-04,"GRFSL","06-12-111",280.53,258.67,256.1,8.45,1.01,9.54,1.42,.08,.85,,.85,.05,5.5,4.96,8,11,53,462,19,3.02,25.7,0,.1,0,1.2,0,.6,9,1.4,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624989010854","140558712010478",2007,12,63,93,3,1,"FF_TOTAL","SF",1,2006-10-04,"GRFSL","06-12-108",128.17,117.35,111.81,9.22,4.96,14.63,.483,,28.09,,28.09,.73,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624962010854","140558712010478",2007,12,63,93,4,1,"FF_TOTAL","SF",1,2006-10-04,"GRFSL","06-12-109",57.7,53.45,50.91,7.95,4.98,13.33,.275,,35.46,,35.46,1.12,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624919010854","140560559010478",2007,12,67,55,2,1,"FF_TOTAL","SF",1,2006-09-18,"GRFSL","06-12-069",1352.61,579.85,546.59,133.27,6.08,147.46,.737,,36.31,,36.31,1.29,,,,,,,,,,,,,,,,,,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624920010854","140560559010478",2007,12,67,55,2,1,"MIN_1","BD",1,2006-09-18,"GRFSL","06-12-070",223.71,194.99,190.19,14.73,2.52,17.62,1.06,.07,2.86,,2.86,.1,4.28,3.29,25,17,21,288,96,2.83,0,4.8,0,0,.5,0,.5,4.1,2.7,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
"237624921010854","140560559010478",2007,12,67,55,2,1,"MIN_2","BD",1,2006-09-18,"GRFSL","06-12-071",287.38,277.2,274.09,3.67,1.14,4.85,1.52,.01,.48,,.48,.01,4.65,3.84,3,0,3,140,57,1.37,0,1.8,.1,0,.6,0,0,1,1.3,,2006,"",2018-02-23,"126144","",2010-09-09,"10854"
