"","PLT_CN","LAT","LON","TIME_INT"
"1","20347303010478",30.057265,-82.166451,7
"2","374860910489998",30.66734,-84.194805,12
"3","259178136010854",30.471115,-85.231998,7
"4","43854921020004",30.586785,-81.841223,6
"5","43854902020004",29.953301,-83.398123,6
"6","218218359020004",29.138951,-81.934402,5
"7","289515438489998",29.774428,-82.111351,7
"8","374861569489998",29.564131,-82.128549,6
"9","374861300489998",30.12501,-82.38266,6
"10","374861151489998",30.857073,-86.444522,5
