,Modeled_Diameter,Age,Tree_Density,Temperature,Aridity,Modeled_Biomass,Lat,Long
3354,5.619514832,40,2000,19.0708008,0.8995,11094.40748,3418995.147,76332.14664
3355,5.696724695,40,2000,19.0583,0.899,11403.33999,3418995.147,77239.46781
3356,5.646564393,40,2000,19.125,0.8931,11203.29868,3418995.147,83590.71599
3357,5.807014793,40,2000,19.1333008,0.8913,11944.41311,3418995.147,84498.03716
3358,5.527462517,40,2000,19.1375008,0.8877,10698.22552,3418995.147,85405.35833
3359,5.736828465,40,2000,19.0375004,0.8831,11581.08351,3418995.147,90849.28534
3360,5.600781946,40,2000,19.0207996,0.8809,10907.57697,3418995.147,91756.60651
3361,5.787258153,40,2000,19.0792007,0.8799,11715.17249,3418995.147,93571.24884
3362,5.700145297,40,2000,19.1583004,0.8855,11467.75937,3418995.147,96293.21235
3363,5.77150711,40,2000,19.2917004,0.8838,11804.46075,3418995.147,101737.1394
3364,5.781105151,40,2000,19.2667007,0.8783,11672.21251,3418995.147,111717.6722
3365,5.801316817,40,2000,19.2749996,0.878,12028.55704,3418995.147,112624.9934
3366,5.692650034,40,2000,19.3917007,0.8738,11585.31262,3418995.147,117161.5992
3367,5.85820617,40,2000,19.3582993,0.8736,12263.22465,3418995.147,118976.2416
3368,5.840118292,40,2000,19.3332996,0.8753,12027.5806,3418995.147,119883.5627
3369,5.899592663,40,2000,19.2667007,0.874,12176.60589,3418995.147,120790.8839
3370,5.681089416,40,2000,19.2707996,0.8722,11374.54717,3418995.147,121698.2051
3371,4.979725995,40,2000,19.0583,1.056,7916.277712,3418087.825,-123278.5105
3372,4.832002341,40,2000,19.0499992,1.0572,7677.454745,3418087.825,-122371.1893
3373,4.965512508,40,2000,19.0417004,1.0559,7828.893072,3418087.825,-120556.547
3374,5.120006986,40,2000,19.0457993,1.0551,8498.131884,3418087.825,-119649.2258
3375,5.104097027,40,2000,19.0583,1.0547,8350.866301,3418087.825,-118741.9046
3376,5.077253753,40,2000,19.0792007,1.0497,8306.336247,3418087.825,-117834.5835
3377,5.008055794,40,2000,19.0375004,1.055,8277.647135,3418087.825,-116927.2623
3378,4.954817807,40,2000,18.9958,1.0604,7961.677407,3418087.825,-115112.62
3379,5.0771686,40,2000,19.1833,1.0499,8188.836612,3418087.825,-107854.0506
3380,5.086765237,40,2000,19.2999992,1.0405,8427.832789,3418087.825,-106946.7295
3381,5.224497668,40,2000,19.3332996,1.0344,8826.109165,3418087.825,-106039.4083
3382,5.203840036,40,2000,19.2250004,1.0417,8766.630706,3418087.825,-99688.1601
3383,4.987103436,40,2000,19.1625004,1.0401,8058.363542,3418087.825,-98780.83894
3384,5.182251151,40,2000,19.1749992,1.0407,8701.800201,3418087.825,-97873.51777
3385,5.141986609,40,2000,19.1124992,1.0462,8566.381651,3418087.825,-96966.1966
3386,5.095877732,40,2000,19.1124992,1.0477,8392.776917,3418087.825,-95151.55426
3387,5.186282273,40,2000,19.1000004,1.0491,8795.682197,3418087.825,-94244.23309
3388,4.943431606,40,2000,19.0541992,1.0508,8054.655211,3418087.825,-92429.59075
3389,5.15772556,40,2000,19.0417004,1.0489,8545.508277,3418087.825,-91522.26959
3390,5.104434242,40,2000,19.0583,1.0469,8431.658664,3418087.825,-90614.94842
3391,5.048100617,40,2000,19.0499992,1.0453,8204.262533,3418087.825,-89707.62725
3392,5.08611916,40,2000,19.0916996,1.0418,8459.255574,3418087.825,-87892.98491
3393,5.093207282,40,2000,19.0667,1.0427,8359.656904,3418087.825,-86985.66374
3394,5.011397454,40,2000,19.0291996,1.0454,8271.997091,3418087.825,-86078.34257
3395,5.07824448,40,2000,19.0249996,1.0407,8391.698977,3418087.825,-85171.0214
3396,5.100011983,40,2000,19.0832996,1.0391,8347.082,3418087.825,-84263.70023
3397,5.201035866,40,2000,19.1208,1.0184,8690.520718,3418087.825,-77005.13088
3398,5.18153182,40,2000,19.1667004,1.0079,8886.336126,3418087.825,-76097.80972
3399,5.181607654,40,2000,19.2000008,1.0037,8998.203814,3418087.825,-75190.48855
3400,5.263685491,40,2000,19.2082996,1.0028,9168.034438,3418087.825,-74283.16738
3401,5.262423387,40,2000,19.1833,1.0045,9333.193535,3418087.825,-73375.84621
3402,5.307132263,40,2000,19.0832996,1.0089,9226.650911,3418087.825,-72468.52504
3403,5.248523405,40,2000,18.9750004,1.0239,9018.312619,3418087.825,-68839.24037
3404,5.235729048,40,2000,18.9792004,1.0183,9043.637685,3418087.825,-67931.9192
3405,5.19438818,40,2000,18.9832993,1.0214,8810.169178,3418087.825,-67024.59803
3406,5.349073272,40,2000,19.0832996,1.0104,9439.232319,3418087.825,-64302.63452
3407,5.271206685,40,2000,18.9916992,1.0106,9097.86843,3418087.825,-62487.99218
3408,5.15106902,40,2000,18.9582996,1.0183,8624.84639,3418087.825,-61580.67102
3409,5.159547569,40,2000,18.9832993,1.0178,8788.399379,3418087.825,-60673.34985
3410,5.244984635,40,2000,18.9542007,1.02,8799.874995,3418087.825,-59766.02868
3411,5.192214927,40,2000,18.9249992,1.0255,8730.564039,3418087.825,-58858.70751
3412,5.286710102,40,2000,18.9125004,1.0237,9089.694675,3418087.825,-57951.38634
3413,5.184754505,40,2000,18.9458008,1.019,8777.992404,3418087.825,-57044.06517
3414,5.196842255,40,2000,18.9708004,1.016,8880.203442,3418087.825,-56136.744
3415,5.153587183,40,2000,19.0625,1.012,8765.724074,3418087.825,-54322.10167
3416,5.172389071,40,2000,18.9750004,1.0173,8823.525225,3418087.825,-53414.7805
3417,5.148434964,40,2000,18.9167004,1.0233,8599.044902,3418087.825,-52507.45933
3418,5.050689219,40,2000,18.9291992,1.0207,8425.262787,3418087.825,-51600.13816
3419,5.161166412,40,2000,18.9041996,1.0212,8665.241441,3418087.825,-50692.81699
3420,5.212755932,40,2000,18.8999996,1.0213,8761.136746,3418087.825,-49785.49582
3421,5.140948614,40,2000,18.9083004,1.0233,8617.476592,3418087.825,-48878.17465
3422,5.18205402,40,2000,18.9291992,1.0262,8652.339796,3418087.825,-47970.85348
3423,5.234210292,40,2000,18.9167004,1.0277,9014.435371,3418087.825,-47063.53232
3424,5.09403441,40,2000,18.9500008,1.0187,8526.355005,3418087.825,-40712.28413
3425,5.231732814,40,2000,19.0417004,1.0093,9055.294371,3418087.825,-38897.6418
3426,5.164607566,40,2000,19.0499992,1.0088,8934.529995,3418087.825,-37990.32063
3427,5.144898381,40,2000,19.0125008,1.0269,8701.721535,3418087.825,-33453.71478
3428,5.34164987,40,2000,18.9958,1.019,9151.231266,3418087.825,-30731.75128
3429,5.209178642,40,2000,19.0167007,1.0066,8858.885259,3418087.825,-27102.4666
3430,5.179961512,40,2000,18.9207993,1.0071,8832.168331,3418087.825,-20751.21842
3431,5.246134796,40,2000,18.9500008,1.0052,9238.597219,3418087.825,-19843.89725
3432,5.289301416,40,2000,18.9417,1.0043,9330.782262,3418087.825,-18936.57608
3433,5.18605644,40,2000,18.9083004,1.0023,8837.196321,3418087.825,-14399.97024
3434,5.212366371,40,2000,18.8542004,1.0045,8953.777448,3418087.825,-13492.64907
3435,5.115435096,40,2000,18.8167,1.0056,8529.337091,3418087.825,-12585.3279
3436,5.226028372,40,2000,18.8833008,1.0015,8891.503822,3418087.825,-11678.00673
3437,5.230311996,40,2000,18.8292007,1.0131,8925.347327,3418087.825,-8956.043227
3438,5.312808266,40,2000,18.8792,1.0045,9267.339515,3418087.825,-6234.07972
3439,5.146997166,40,2000,18.8458004,1.0131,8569.218477,3418087.825,-2604.795045
3440,5.241970604,40,2000,18.8582993,1.0099,8937.553678,3418087.825,-790.1527077
3441,5.190798369,40,2000,18.8041992,1.0181,8779.730827,3418087.825,1024.48963
3442,5.174720869,40,2000,18.875,1.0136,8796.790366,3418087.825,4653.774305
3443,5.302796407,40,2000,18.9207993,1.0118,9145.068748,3418087.825,5561.095474
3444,5.126897476,40,2000,18.9041996,1.0186,8527.0641,3418087.825,7375.737811
3445,5.026122604,40,2000,18.8917007,1.0201,8339.61629,3418087.825,8283.05898
3446,5.124240929,40,2000,18.8250008,0.9981,8759.128735,3418087.825,13726.98599
3447,5.336106347,40,2000,18.8542004,0.9916,9536.479246,3418087.825,15541.62833
3448,5.277146519,40,2000,18.8582993,0.9884,9206.782037,3418087.825,16448.9495
3449,5.228089467,40,2000,18.7542,0.9919,9071.866739,3418087.825,18263.59184
3450,5.25803112,40,2000,18.7749996,0.9863,9171.822662,3418087.825,19170.91301
3451,5.260583291,40,2000,18.7707996,0.9904,8994.170415,3418087.825,20985.55534
3452,5.265201772,40,2000,18.8500004,0.9837,9158.88794,3418087.825,21892.87651
3453,5.22585209,40,2000,18.8957996,0.9724,9128.804651,3418087.825,23707.51885
3454,5.454885107,40,2000,18.8917007,0.9677,9988.028294,3418087.825,24614.84002
3455,5.29715494,40,2000,18.9417,0.9642,9408.53026,3418087.825,25522.16119
3456,5.458332314,40,2000,18.9542007,0.9618,10034.66279,3418087.825,27336.80352
3457,5.419752497,40,2000,18.9291992,0.9555,9993.294262,3418087.825,30966.0882
3458,5.401007857,40,2000,18.9417,0.9491,9919.980619,3418087.825,31873.40937
3459,5.47365161,40,2000,18.9375,0.9308,10230.966,3418087.825,38224.65755
3460,5.564492737,40,2000,18.9417,0.9318,10458.40312,3418087.825,39131.97872
3461,5.590680259,40,2000,18.9041996,0.9346,10657.98483,3418087.825,40946.62106
3462,5.552788155,40,2000,18.9083004,0.9339,10646.57616,3418087.825,41853.94222
3463,5.340042281,40,2000,18.9083004,0.9297,9783.186597,3418087.825,45483.2269
3464,5.527329934,40,2000,18.9500008,0.9225,10562.05071,3418087.825,50019.83274
3465,5.515127495,40,2000,18.9666996,0.9187,10533.94434,3418087.825,52741.79625
3466,5.503330484,40,2000,18.9333,0.917,10445.02502,3418087.825,54556.43859
3467,5.545664996,40,2000,18.8792,0.9154,10468.56611,3418087.825,55463.75976
3468,5.672705416,40,2000,18.9249992,0.9133,10717.60346,3418087.825,56371.08093
3469,5.759006225,40,2000,18.9708004,0.9072,11359.13399,3418087.825,58185.72326
3470,5.740660238,40,2000,18.9542007,0.9048,11311.88331,3418087.825,59093.04443
3471,5.731823016,40,2000,19.0167007,0.9001,11249.37053,3418087.825,60907.68677
3472,5.632095721,40,2000,19.0291996,0.8996,10982.08795,3418087.825,61815.00794
3473,5.663563418,40,2000,19.0375004,0.8999,11003.34293,3418087.825,64536.97144
3474,5.577510943,40,2000,19.0375004,0.8987,10769.48521,3418087.825,65444.29261
3475,5.551765064,40,2000,19.0417004,0.8983,10831.88847,3418087.825,66351.61378
3476,5.583447984,40,2000,19.0750008,0.8999,10796.56188,3418087.825,70888.21963
3477,5.527928245,40,2000,19.0541992,0.9011,10628.77999,3418087.825,71795.54079
3478,5.512544229,40,2000,19.0541992,0.8996,10572.71276,3418087.825,72702.86196
3479,5.694752819,40,2000,19.125,0.8969,11193.94791,3418087.825,80868.75248
3480,5.616456634,40,2000,19.0958004,0.8982,10916.26102,3418087.825,83590.71599
3481,5.780816744,40,2000,19.0874996,0.8936,11780.33326,3418087.825,84498.03716
3482,5.809200787,40,2000,19.0874996,0.8916,11792.83475,3418087.825,85405.35833
3483,5.661408256,40,2000,19.1082993,0.8889,11162.87533,3418087.825,88127.32183
3484,5.702520592,40,2000,19.0042,0.8888,11539.88386,3418087.825,90849.28534
3485,5.777400922,40,2000,19.0457993,0.8832,11510.60006,3418087.825,92663.92768
3486,5.780712362,40,2000,19.1292,0.8844,11816.98689,3418087.825,95385.89118
3487,5.799303999,40,2000,19.1749992,0.8825,11766.43808,3418087.825,96293.21235
3488,5.665765742,40,2000,19.2917004,0.88,11399.8099,3418087.825,103551.7817
3489,5.645385266,40,2000,19.2416992,0.8842,11134.64347,3418087.825,110810.3511
3490,5.862762203,40,2000,19.3250008,0.8774,12140.35104,3418087.825,113532.3146
3491,5.725656233,40,2000,19.3332996,0.8746,11648.31085,3418087.825,119883.5627
3492,5.207713759,40,2000,19.0874996,1.0509,8802.212146,3417180.504,-123278.5105
3493,5.021656249,40,2000,19.0457993,1.0567,8140.813918,3417180.504,-120556.547
3494,5.129138153,40,2000,19.0583,1.0516,8636.771959,3417180.504,-119649.2258
3495,5.162598099,40,2000,19.0958004,1.0511,8616.918545,3417180.504,-118741.9046
3496,5.013651817,40,2000,19.0832996,1.0512,8311.280623,3417180.504,-117834.5835
3497,4.86938617,40,2000,18.9916992,1.0583,7631.504886,3417180.504,-116927.2623
3498,5.007225254,40,2000,19.0750008,1.0541,8230.512766,3417180.504,-114205.2988
3499,5.16327464,40,2000,19.3167,1.0311,8590.347296,3417180.504,-101502.8024
3500,5.028744777,40,2000,19.1749992,1.044,8087.882411,3417180.504,-97873.51777
3501,5.097303143,40,2000,19.1124992,1.048,8422.692926,3417180.504,-96966.1966
3502,5.084146239,40,2000,19.1375008,1.0441,8366.343192,3417180.504,-96058.87543
3503,5.068255344,40,2000,19.1499996,1.0424,8219.983494,3417180.504,-95151.55426
3504,5.148756137,40,2000,19.0750008,1.0504,8530.642738,3417180.504,-92429.59075
3505,5.046045793,40,2000,19.0541992,1.0507,8283.077558,3417180.504,-91522.26959
3506,5.088892126,40,2000,19.0583,1.0454,8508.013427,3417180.504,-90614.94842
3507,5.07754566,40,2000,19.0832996,1.0393,8518.735054,3417180.504,-89707.62725
3508,5.03433438,40,2000,19.0874996,1.0378,8248.343618,3417180.504,-88800.30608
3509,5.141059973,40,2000,19.0916996,1.0394,8717.738921,3417180.504,-87892.98491
3510,5.12683241,40,2000,19.0832996,1.0413,8476.485457,3417180.504,-86985.66374
3511,5.04515116,40,2000,19.0750008,1.0386,8342.112027,3417180.504,-86078.34257
3512,4.997871964,40,2000,19.0832996,1.0387,7979.178995,3417180.504,-85171.0214
3513,5.242094245,40,2000,19.1583004,1.0167,9177.242928,3417180.504,-77005.13088
3514,5.181676365,40,2000,19.1541996,1.0113,8937.258094,3417180.504,-76097.80972
3515,5.138166662,40,2000,19.1707993,1.0077,8733.72592,3417180.504,-75190.48855
3516,5.208236346,40,2000,19.2166996,1.0025,8968.272164,3417180.504,-74283.16738
3517,5.176371624,40,2000,19.1166992,1.0061,8817.701909,3417180.504,-72468.52504
3518,5.129507643,40,2000,19.1292,1.0103,8779.640042,3417180.504,-71561.20387
3519,5.29098954,40,2000,19.1000004,1.012,9174.686916,3417180.504,-70653.8827
3520,5.05137229,40,2000,18.9958,1.0207,8403.465054,3417180.504,-69746.56153
3521,5.193040826,40,2000,18.9624996,1.022,8910.125153,3417180.504,-68839.24037
3522,5.185146057,40,2000,18.9750004,1.0189,8872.643624,3417180.504,-67931.9192
3523,5.244209773,40,2000,19.0457993,1.013,9038.34088,3417180.504,-67024.59803
3524,5.210241997,40,2000,19.0667,1.0084,8889.299695,3417180.504,-66117.27686
3525,5.311009958,40,2000,19.0625,1.0043,9131.960462,3417180.504,-65209.95569
3526,5.257237312,40,2000,19.0625,1.0037,9227.48468,3417180.504,-64302.63452
3527,5.12634007,40,2000,18.9750004,1.0076,8625.558561,3417180.504,-63395.31335
3528,5.165041296,40,2000,19.0375004,1.0106,8889.210717,3417180.504,-62487.99218
3529,5.209546507,40,2000,19.0083008,1.0135,9006.498678,3417180.504,-61580.67102
3530,5.254954173,40,2000,18.9958,1.0182,9194.839689,3417180.504,-60673.34985
3531,5.182581599,40,2000,18.9708004,1.0207,8744.850464,3417180.504,-59766.02868
3532,5.212342479,40,2000,18.9041996,1.0216,8925.379767,3417180.504,-57951.38634
3533,5.272598823,40,2000,19.0125008,1.0155,9158.513215,3417180.504,-56136.744
3534,5.165706586,40,2000,19.0708008,1.0088,8800.083135,3417180.504,-54322.10167
3535,5.23434818,40,2000,19.0207996,1.0118,9034.496515,3417180.504,-53414.7805
3536,5.188853287,40,2000,19,1.0159,8857.302429,3417180.504,-52507.45933
3537,5.138901466,40,2000,18.9792004,1.0159,8596.057032,3417180.504,-51600.13816
3538,5.198782679,40,2000,18.9958,1.0184,8762.856332,3417180.504,-50692.81699
3539,5.221230718,40,2000,18.9750004,1.022,8959.76197,3417180.504,-49785.49582
3540,5.085052315,40,2000,18.9542007,1.0218,8465.61354,3417180.504,-48878.17465
3541,5.030306402,40,2000,18.8957996,1.029,8306.439265,3417180.504,-46156.21115
3542,5.120300289,40,2000,18.8833008,1.03,8501.859873,3417180.504,-44341.56881
3543,5.422454622,40,2000,18.9750004,1.0181,9579.021061,3417180.504,-41619.6053
3544,5.154147384,40,2000,18.9916992,1.0136,8816.015707,3417180.504,-40712.28413
3545,5.265954346,40,2000,19.0499992,1.0156,9173.29262,3417180.504,-37990.32063
3546,5.180230644,40,2000,19.0291996,1.0229,8901.777014,3417180.504,-37082.99946
3547,5.274125675,40,2000,18.9874992,1.0053,9093.079993,3417180.504,-26195.14543
3548,5.136733331,40,2000,18.9458008,1.0106,8681.688631,3417180.504,-21658.53959
3549,5.273215813,40,2000,18.8917007,1.0138,9206.361081,3417180.504,-20751.21842
3550,5.220147939,40,2000,18.9207993,1.01,8970.807922,3417180.504,-18936.57608
3551,5.133472489,40,2000,18.9207993,1.0102,8669.111556,3417180.504,-18029.25491
3552,5.229604007,40,2000,18.8999996,1.0096,9028.220477,3417180.504,-17121.93375
3553,5.235612293,40,2000,18.8792,1.0148,8913.354992,3417180.504,-15307.29141
3554,5.203636918,40,2000,18.8374996,1.0146,8859.741782,3417180.504,-14399.97024
3555,5.196752552,40,2000,18.8666992,1.0085,8851.701289,3417180.504,-12585.3279
3556,5.229832555,40,2000,18.8500004,1.0075,8965.103882,3417180.504,-11678.00673
3557,5.127171453,40,2000,18.8332996,1.0129,8650.106965,3417180.504,-10770.68556
3558,5.266460595,40,2000,18.8208008,1.0156,9269.128031,3417180.504,-8956.043227
3559,5.038053238,40,2000,18.8167,1.0169,8369.512441,3417180.504,-7141.400889
3560,5.287264381,40,2000,18.8542004,1.0085,9263.562661,3417180.504,-6234.07972
3561,5.037768207,40,2000,18.9041996,1.0061,8457.391601,3417180.504,-2604.795045
3562,5.220894762,40,2000,18.8999996,1.0076,8940.539952,3417180.504,-790.1527077
3563,5.123331339,40,2000,18.8708,1.0141,8490.990308,3417180.504,1024.48963
3564,5.140133055,40,2000,18.8332996,1.0167,8818.758487,3417180.504,1931.810799
3565,5.186304293,40,2000,18.8875008,1.02,8642.174042,3417180.504,4653.774305
3566,5.100938206,40,2000,18.9041996,1.0225,8488.609643,3417180.504,5561.095474
3567,5.088012691,40,2000,18.9041996,1.0217,8558.647919,3417180.504,6468.416643
3568,5.261957839,40,2000,18.8708,1.0106,8908.85466,3417180.504,11912.34366
3569,5.251110225,40,2000,18.8125,1.0046,9083.37639,3417180.504,12819.66482
3570,5.17901587,40,2000,18.7749996,1.0057,8866.297245,3417180.504,13726.98599
3571,5.244245691,40,2000,18.7749996,0.999,8933.794865,3417180.504,14634.30716
3572,5.297659683,40,2000,18.8500004,0.9923,9187.009998,3417180.504,15541.62833
3573,5.176107695,40,2000,18.8792,0.9917,8971.896307,3417180.504,16448.9495
3574,5.21064741,40,2000,18.8250008,0.9953,9078.546046,3417180.504,17356.27067
3575,5.217253017,40,2000,18.7625008,0.9953,8868.401786,3417180.504,18263.59184
3576,5.351918116,40,2000,18.8292007,0.9899,9418.614499,3417180.504,19170.91301
3577,5.312453346,40,2000,18.8582993,0.9861,9410.428843,3417180.504,20078.23417
3578,5.285390577,40,2000,18.7875004,0.991,9257.920872,3417180.504,20985.55534
3579,5.283567047,40,2000,18.8250008,0.9831,9370.190137,3417180.504,23707.51885
3580,5.402779895,40,2000,18.9417,0.9647,9904.667503,3417180.504,26429.48236
3581,5.323454104,40,2000,18.9582996,0.9624,9447.181322,3417180.504,27336.80352
3582,5.444797632,40,2000,18.8999996,0.9638,9879.213533,3417180.504,29151.44586
3583,5.466816173,40,2000,18.9708004,0.95,10103.13122,3417180.504,32780.73054
3584,5.319907317,40,2000,18.9542007,0.9494,9542.792234,3417180.504,33688.05171
3585,5.593122874,40,2000,18.9624996,0.9381,10682.3565,3417180.504,36410.01521
3586,5.523270784,40,2000,18.9458008,0.9317,10558.76396,3417180.504,38224.65755
3587,5.645771309,40,2000,18.9291992,0.932,11027.3067,3417180.504,40039.29989
3588,5.57172914,40,2000,18.8999996,0.932,10533.99184,3417180.504,40946.62106
3589,5.423145727,40,2000,18.9041996,0.9319,10118.62291,3417180.504,41853.94222
3590,5.474681784,40,2000,18.9041996,0.932,10275.13687,3417180.504,45483.2269
3591,5.630185079,40,2000,18.9207993,0.9274,10777.3004,3417180.504,48205.19041
3592,5.55961347,40,2000,18.9291992,0.9263,10606.27901,3417180.504,49112.51157
3593,5.473256421,40,2000,18.9375,0.918,10254.56565,3417180.504,55463.75976
3594,5.645155003,40,2000,18.9666996,0.9118,10925.322,3417180.504,56371.08093
3595,5.512180153,40,2000,18.9458008,0.9065,10599.64109,3417180.504,58185.72326
3596,5.64104638,40,2000,19.0167007,0.9004,10905.37886,3417180.504,61815.00794
3597,5.627619001,40,2000,19.0207996,0.9002,11084.73883,3417180.504,62722.32911
3598,5.559802819,40,2000,19.0541992,0.9003,10739.97977,3417180.504,65444.29261
3599,5.692458698,40,2000,19.0792007,0.9018,11246.75673,3417180.504,68166.25612
3600,5.579591177,40,2000,19.0499992,0.9047,10933.87521,3417180.504,69073.57729
3601,5.626514984,40,2000,19.1124992,0.898,10989.76692,3417180.504,70888.21963
3602,5.68928102,40,2000,19.0708008,0.8998,11148.13914,3417180.504,72702.86196
3603,5.540161836,40,2000,19.0625,0.9013,10776.04178,3417180.504,73610.18313
3604,5.560352256,40,2000,19.0417004,0.8953,10688.34678,3417180.504,84498.03716
3605,5.708800122,40,2000,19.0499992,0.8947,11407.04615,3417180.504,87220.00066
3606,5.631691623,40,2000,19.0375004,0.8948,11212.57652,3417180.504,89034.643
3607,5.597636797,40,2000,19.0249996,0.8964,11012.47868,3417180.504,89941.96417
3608,5.684632888,40,2000,19.0042,0.8919,11456.77521,3417180.504,90849.28534
3609,5.530253028,40,2000,19.0083008,0.8899,10638.66441,3417180.504,91756.60651
3610,5.678264732,40,2000,18.9958,0.8894,11050.48168,3417180.504,92663.92768
3611,5.661449954,40,2000,19.1000004,0.8867,11191.08,3417180.504,93571.24884
3612,5.761346956,40,2000,19.2416992,0.8906,11865.04727,3417180.504,99015.17586
3613,5.746442131,40,2000,19.2707996,0.8916,11495.00762,3417180.504,100829.8182
3614,5.836440715,40,2000,19.25,0.8824,11904.07016,3417180.504,106273.7452
3615,5.731200566,40,2000,19.2208004,0.8857,11695.80918,3417180.504,108088.3875
3616,5.767477011,40,2000,19.2208004,0.8871,12013.57397,3417180.504,108995.7087
3617,5.706782857,40,2000,19.3041992,0.8804,11608.24291,3417180.504,113532.3146
3618,5.825395579,40,2000,19.3500004,0.8769,11938.26217,3417180.504,114439.6357
3619,5.798204646,40,2000,19.3792,0.8752,12011.73755,3417180.504,118068.9204
3620,5.771730835,40,2000,19.375,0.8779,11909.96856,3417180.504,118976.2416
3621,5.795384074,40,2000,19.2957993,0.8751,11949.18112,3417180.504,122605.5262
3622,5.060528398,40,2000,19.1166992,1.0521,8445.064957,3416273.183,-121463.8682
3623,5.126730443,40,2000,19.1000004,1.0533,8540.430404,3416273.183,-120556.547
3624,5.031690039,40,2000,19.0874996,1.0507,8038.655794,3416273.183,-118741.9046
3625,4.999917888,40,2000,19.0167007,1.0569,8046.581732,3416273.183,-116019.9411
3626,5.106229312,40,2000,19.2458,1.0431,8560.380621,3416273.183,-106946.7295
3627,5.132673695,40,2000,19.2999992,1.033,8803.448135,3416273.183,-100595.4813
3628,5.151102714,40,2000,19.2542,1.0351,8604.12372,3416273.183,-99688.1601
3629,5.069761682,40,2000,19.2166996,1.0426,8352.21301,3416273.183,-98780.83894
3630,5.083561864,40,2000,19.1375008,1.0452,8559.596811,3416273.183,-97873.51777
3631,5.136022027,40,2000,19.0750008,1.048,8547.254091,3416273.183,-96966.1966
3632,5.183920288,40,2000,19.1000004,1.0439,8511.348587,3416273.183,-92429.59075
3633,5.021363321,40,2000,19.0958004,1.0467,8154.211876,3416273.183,-91522.26959
3634,5.040146003,40,2000,19.1082993,1.0369,8456.578021,3416273.183,-89707.62725
3635,5.16803112,40,2000,19.0874996,1.0366,8752.883369,3416273.183,-87892.98491
3636,5.115478451,40,2000,19.0792007,1.0371,8589.660631,3416273.183,-86985.66374
3637,5.165753362,40,2000,19.0667,1.0402,8516.403265,3416273.183,-86078.34257
3638,5.169770037,40,2000,19.0667,1.0377,8696.635482,3416273.183,-85171.0214
3639,5.048149614,40,2000,19.1166992,1.0294,8462.999293,3416273.183,-83356.37907
3640,5.026949296,40,2000,19.1667004,1.0226,8317.577891,3416273.183,-82449.0579
3641,5.145498111,40,2000,19.1791992,1.0204,8622.749328,3416273.183,-81541.73673
3642,5.099391299,40,2000,19.1583004,1.0251,8727.825496,3416273.183,-79727.09439
3643,5.156879473,40,2000,19.1583004,1.0208,8574.538245,3416273.183,-78819.77322
3644,5.232281688,40,2000,19.1791992,1.0087,8944.037768,3416273.183,-76097.80972
3645,5.349968615,40,2000,19.1417007,1.0064,9420.614117,3416273.183,-75190.48855
3646,5.221752486,40,2000,19.1791992,1.0069,8962.00642,3416273.183,-72468.52504
3647,5.209324959,40,2000,19.1417007,1.011,8973.069025,3416273.183,-71561.20387
3648,5.257525192,40,2000,19.0874996,1.0133,9032.694701,3416273.183,-70653.8827
3649,5.240400054,40,2000,19.0291996,1.0149,9003.25645,3416273.183,-69746.56153
3650,5.294249622,40,2000,19.0333004,1.0133,9374.181364,3416273.183,-68839.24037
3651,5.249790464,40,2000,19.0625,1.0109,9154.400169,3416273.183,-67931.9192
3652,5.233951522,40,2000,19.0708008,1.0085,9082.833832,3416273.183,-67024.59803
3653,5.287319015,40,2000,19.0832996,1.0038,9376.029886,3416273.183,-66117.27686
3654,5.205273484,40,2000,19.1082993,1.002,9099.658089,3416273.183,-64302.63452
3655,5.135445388,40,2000,19.0457993,1.0039,8929.831897,3416273.183,-63395.31335
3656,5.20601778,40,2000,19,1.0147,8875.163417,3416273.183,-61580.67102
3657,5.199328547,40,2000,18.9916992,1.0179,8973.958919,3416273.183,-60673.34985
3658,5.118533113,40,2000,18.9874992,1.0214,8572.717603,3416273.183,-58858.70751
3659,5.231546544,40,2000,18.9666996,1.0204,8956.363718,3416273.183,-57951.38634
3660,5.312682496,40,2000,18.9874992,1.0149,9319.223116,3416273.183,-57044.06517
3661,5.268228254,40,2000,19.1000004,1.0061,9139.161413,3416273.183,-55229.42283
3662,5.251000458,40,2000,19.0667,1.0068,9214.515081,3416273.183,-53414.7805
3663,5.196170451,40,2000,19.0499992,1.0125,8702.148775,3416273.183,-52507.45933
3664,5.181262911,40,2000,19.0249996,1.0189,8685.197231,3416273.183,-51600.13816
3665,5.115218183,40,2000,18.9916992,1.0269,8562.981742,3416273.183,-50692.81699
3666,5.106757781,40,2000,18.8999996,1.0308,8590.091866,3416273.183,-48878.17465
3667,5.077838239,40,2000,18.9207993,1.0275,8413.121929,3416273.183,-47970.85348
3668,5.159838244,40,2000,18.9167004,1.0268,8797.377756,3416273.183,-46156.21115
3669,5.124736284,40,2000,18.8833008,1.0211,8580.407389,3416273.183,-45248.88998
3670,5.25873218,40,2000,18.9207993,1.0221,9043.849352,3416273.183,-44341.56881
3671,5.182337797,40,2000,18.9750004,1.0262,8937.644201,3416273.183,-43434.24764
3672,5.147128798,40,2000,18.9333,1.0214,8664.574317,3416273.183,-41619.6053
3673,5.292437477,40,2000,19.0541992,1.0151,9298.499107,3416273.183,-37990.32063
3674,5.21067512,40,2000,19.0417004,1.0169,8829.020827,3416273.183,-37082.99946
3675,5.09459278,40,2000,19.0291996,1.0188,8632.11379,3416273.183,-36175.67829
